    Fribourg_Switzerland
    46.82,7.16,610,+1
	m	d	h	#sunAzimuth	sunAltitude
776	2	2	7	104.53	-9.79397
777	2	2	8	115.19	-0.148147
778	2	2	9	126.546	8.65839
779	2	2	10	139.049	16.1913
780	2	2	11	152.958	21.9363
781	2	2	12	168.168	25.3585
782	2	2	13	184.071	26.0549
783	2	2	14	199.725	23.9339
784	2	2	15	214.316	19.2638
785	2	2	16	227.493	12.539
786	2	2	17	239.363	4.29695
787	2	2	18	250.301	-4.98677
788	2	2	19	260.815	-14.9171
789	2	2	20	271.528	-25.1469
790	2	2	21	283.263	-35.3149
791	2	2	22	297.226	-44.9405
792	2	2	23	315.203	-53.2356
793	2	3	0	339.087	-58.5614
794	2	3	1	7.22427	-59.8003
795	2	3	2	33.645	-56.1795
796	2	3	3	54.298	-49.0257
797	2	3	4	69.9819	-39.9486
798	2	3	5	82.6467	-29.9845
799	2	3	6	93.7599	-19.7369
800	2	3	7	104.301	-9.61069
801	2	3	8	114.976	0.0484469
802	2	3	9	126.349	8.87375
803	2	3	10	138.875	16.4291
804	2	3	11	152.821	22.1973
805	2	3	12	168.082	25.6385
806	2	3	13	184.048	26.3446
807	2	3	14	199.764	24.2222
808	2	3	15	214.405	19.5419
809	2	3	16	227.618	12.8025
810	2	3	17	239.513	4.5459
811	2	3	18	250.47	-4.74988
812	2	3	19	261	-14.688
813	2	3	20	271.729	-24.9201
814	2	3	21	283.478	-35.0832
815	2	3	22	297.446	-44.6953
816	2	3	23	315.393	-52.9686
817	2	4	0	339.17	-58.2695
818	2	4	1	7.10852	-59.5111
819	2	4	2	33.3845	-55.9228
820	2	4	3	53.9993	-48.8055
821	2	4	4	69.6944	-39.7528
822	2	4	5	82.3807	-29.8005
823	2	4	6	93.5138	-19.5544
824	2	4	7	104.072	-9.42165
825	2	4	8	114.761	0.250716
826	2	4	9	126.151	9.09473
827	2	4	10	138.701	16.6726
828	2	4	11	152.684	22.4638
829	2	4	12	167.998	25.9237
830	2	4	13	184.028	26.6391
831	2	4	14	199.807	24.5146
832	2	4	15	214.499	19.8233
833	2	4	16	227.749	13.0687
834	2	4	17	239.669	4.79687
835	2	4	18	250.644	-4.51129
836	2	4	19	261.19	-14.4573
837	2	4	20	271.934	-24.6916
838	2	4	21	283.698	-34.8497
839	2	4	22	297.671	-44.4479
840	2	4	23	315.59	-52.6985
841	2	5	0	339.259	-57.9737
842	2	5	1	6.99957	-59.2168
843	2	5	2	33.1289	-55.66
844	2	5	3	53.7028	-48.5787
845	2	5	4	69.4072	-39.5508
846	2	5	5	82.1143	-29.6104
847	2	5	6	93.2668	-19.3661
848	2	5	7	103.841	-9.22691
849	2	5	8	114.546	0.458594
850	2	5	9	125.953	9.32128
851	2	5	10	138.527	16.9215
852	2	5	11	152.548	22.7357
853	2	5	12	167.916	26.214
854	2	5	13	184.012	26.9383
855	2	5	14	199.855	24.8109
856	2	5	15	214.599	20.1077
857	2	5	16	227.885	13.3373
858	2	5	17	239.83	5.04976
859	2	5	18	250.823	-4.27111
860	2	5	19	261.385	-14.2252
861	2	5	20	272.145	-24.4616
862	2	5	21	283.923	-34.6143
863	2	5	22	297.902	-44.1981
864	2	5	23	315.792	-52.4254
865	2	6	0	339.354	-57.674
866	2	6	1	6.89786	-58.9174
867	2	6	2	32.8785	-55.3911
868	2	6	3	53.4087	-48.3457
869	2	6	4	69.1206	-39.3425
870	2	6	5	81.8474	-29.4144
871	2	6	6	93.019	-19.172
872	2	6	7	103.609	-9.02655
873	2	6	8	114.329	0.671997
874	2	6	9	125.754	9.55329
875	2	6	10	138.353	17.1759
876	2	6	11	152.413	23.013
877	2	6	12	167.837	26.5095
878	2	6	13	183.999	27.242
879	2	6	14	199.908	25.1111
880	2	6	15	214.704	20.3952
881	2	6	16	228.027	13.6081
882	2	6	17	239.997	5.30445
883	2	6	18	251.008	-4.02944
884	2	6	19	261.586	-13.9917
885	2	6	20	272.361	-24.2301
886	2	6	21	284.154	-34.3772
887	2	6	22	298.138	-43.9461
888	2	6	23	316	-52.1494
889	2	7	0	339.455	-57.3706
890	2	7	1	6.8028	-58.6131
891	2	7	2	32.6333	-55.1164
892	2	7	3	53.117	-48.1064
893	2	7	4	68.8347	-39.1281
894	2	7	5	81.5804	-29.2124
895	2	7	6	92.7707	-18.9721
896	2	7	7	103.377	-8.8206
897	2	7	8	114.112	0.890864
898	2	7	9	125.554	9.79069
899	2	7	10	138.18	17.4357
900	2	7	11	152.278	23.2954
901	2	7	12	167.759	26.8098
902	2	7	13	183.99	27.5501
903	2	7	14	199.965	25.4149
904	2	7	15	214.814	20.6857
905	2	7	16	228.174	13.8813
906	2	7	17	240.169	5.56084
907	2	7	18	251.198	-3.78638
908	2	7	19	261.791	-13.757
909	2	7	20	272.583	-23.9973
910	2	7	21	284.39	-34.1385
911	2	7	22	298.38	-43.6919
912	2	7	23	316.213	-51.8705
913	2	8	0	339.562	-57.0636
914	2	8	1	6.71451	-58.3041
915	2	8	2	32.3934	-54.8359
916	2	8	3	52.828	-47.8609
917	2	8	4	68.5497	-38.9076
918	2	8	5	81.3133	-29.0045
919	2	8	6	92.5219	-18.7666
920	2	8	7	103.145	-8.60918
921	2	8	8	113.895	1.1151
922	2	8	9	125.354	10.0334
923	2	8	10	138.006	17.7006
924	2	8	11	152.145	23.583
925	2	8	12	167.684	27.1151
926	2	8	13	183.985	27.8626
927	2	8	14	200.028	25.7223
928	2	8	15	214.93	20.9788
929	2	8	16	228.326	14.1564
930	2	8	17	240.346	5.8188
931	2	8	18	251.393	-3.54204
932	2	8	19	262.002	-13.521
933	2	8	20	272.809	-23.7631
934	2	8	21	284.631	-33.8981
935	2	8	22	298.627	-43.4356
936	2	8	23	316.432	-51.5888
937	2	9	0	339.675	-56.7529
938	2	9	1	6.63278	-57.9903
939	2	9	2	32.1589	-54.5497
940	2	9	3	52.542	-47.6094
941	2	9	4	68.2658	-38.6811
942	2	9	5	81.0463	-28.7908
943	2	9	6	92.2728	-18.5556
944	2	9	7	102.911	-8.39235
945	2	9	8	113.676	1.34464
946	2	9	9	125.154	10.2813
947	2	9	10	137.832	17.9707
948	2	9	11	152.013	23.8756
949	2	9	12	167.611	27.425
950	2	9	13	183.983	28.1793
951	2	9	14	200.095	26.0332
952	2	9	15	215.051	21.2747
953	2	9	16	228.484	14.4336
954	2	9	17	240.528	6.07827
955	2	9	18	251.593	-3.29649
956	2	9	19	262.218	-13.2839
957	2	9	20	273.04	-23.5277
958	2	9	21	284.877	-33.6562
959	2	9	22	298.879	-43.1773
960	2	9	23	316.655	-51.3045
961	2	10	0	339.793	-56.4389
962	2	10	1	6.55783	-57.6721
963	2	10	2	31.9299	-54.258
964	2	10	3	52.2589	-47.352
965	2	10	4	67.9831	-38.4487
966	2	10	5	80.7796	-28.5715
967	2	10	6	92.0234	-18.339
968	2	10	7	102.677	-8.17018
969	2	10	8	113.458	1.57937
970	2	10	9	124.954	10.5344
971	2	10	10	137.659	18.2459
972	2	10	11	151.882	24.1731
973	2	10	12	167.54	27.7396
974	2	10	13	183.985	28.5
975	2	10	14	200.167	26.3474
976	2	10	15	215.177	21.573
977	2	10	16	228.648	14.7126
978	2	10	17	240.716	6.33906
979	2	10	18	251.799	-3.04984
980	2	10	19	262.439	-13.0458
981	2	10	20	273.276	-23.2912
982	2	10	21	285.127	-33.4129
983	2	10	22	299.135	-42.917
984	2	10	23	316.884	-51.0174
985	2	11	0	339.916	-56.1214
986	2	11	1	6.48917	-57.3495
987	2	11	2	31.7064	-53.9608
988	2	11	3	51.979	-47.0887
989	2	11	4	67.7017	-38.2105
990	2	11	5	80.5133	-28.3465
991	2	11	6	91.7739	-18.117
992	2	11	7	102.443	-7.94276
993	2	11	8	113.239	1.81923
994	2	11	9	124.753	10.7924
995	2	11	10	137.486	18.5259
996	2	11	11	151.751	24.4754
997	2	11	12	167.472	28.0586
998	2	11	13	183.991	28.8247
999	2	11	14	200.243	26.6647
1000	2	11	15	215.309	21.8738
1001	2	11	16	228.817	14.9933
1002	2	11	17	240.909	6.60114
1003	2	11	18	252.009	-2.80217
1004	2	11	19	262.664	-12.8067
1005	2	11	20	273.517	-23.0536
1006	2	11	21	285.382	-33.1681
1007	2	11	22	299.396	-42.6548
1008	2	11	23	317.116	-50.7279
1009	2	12	0	340.045	-55.8007
1010	2	12	1	6.42694	-57.0226
1011	2	12	2	31.4884	-53.6585
1012	2	12	3	51.7024	-46.8197
1013	2	12	4	67.4219	-37.9665
1014	2	12	5	80.2474	-28.116
1015	2	12	6	91.5244	-17.8896
1016	2	12	7	102.209	-7.71018
1017	2	12	8	113.019	2.06411
1018	2	12	9	124.552	11.0554
1019	2	12	10	137.313	18.8109
1020	2	12	11	151.622	24.7824
1021	2	12	12	167.406	28.3821
1022	2	12	13	184.001	29.1532
1023	2	12	14	200.325	26.9852
1024	2	12	15	215.446	22.1768
1025	2	12	16	228.991	15.2756
1026	2	12	17	241.107	6.86436
1027	2	12	18	252.224	-2.5536
1028	2	12	19	262.894	-12.5667
1029	2	12	20	273.762	-22.815
1030	2	12	21	285.642	-32.922
1031	2	12	22	299.662	-42.3908
1032	2	12	23	317.354	-50.4358
1033	2	13	0	340.178	-55.4769
1034	2	13	1	6.37057	-56.6915
1035	2	13	2	31.276	-53.3509
1036	2	13	3	51.4292	-46.5451
1037	2	13	4	67.1438	-37.717
1038	2	13	5	79.9822	-27.88
1039	2	13	6	91.2749	-17.657
1040	2	13	7	101.974	-7.47252
1041	2	13	8	112.8	2.31393
1042	2	13	9	124.352	11.3232
1043	2	13	10	137.14	19.1005
1044	2	13	11	151.495	25.094
1045	2	13	12	167.343	28.7099
1046	2	13	13	184.014	29.4855
1047	2	13	14	200.412	27.3086
1048	2	13	15	215.589	22.482
1049	2	13	16	229.171	15.5594
1050	2	13	17	241.31	7.12864
1051	2	13	18	252.444	-2.30419
1052	2	13	19	263.129	-12.3259
1053	2	13	20	274.012	-22.5754
1054	2	13	21	285.907	-32.6746
1055	2	13	22	299.931	-42.125
1056	2	13	23	317.595	-50.1413
1057	2	14	0	340.316	-55.15
1058	2	14	1	6.32034	-56.3565
1059	2	14	2	31.0691	-53.0384
1060	2	14	3	51.1596	-46.265
1061	2	14	4	66.8674	-37.4619
1062	2	14	5	79.7177	-27.6386
1063	2	14	6	91.0256	-17.4193
1064	2	14	7	101.74	-7.22987
1065	2	14	8	112.58	2.56859
1066	2	14	9	124.151	11.5957
1067	2	14	10	136.968	19.3948
1068	2	14	11	151.368	25.41
1069	2	14	12	167.282	29.0418
1070	2	14	13	184.031	29.8213
1071	2	14	14	200.503	27.6348
1072	2	14	15	215.737	22.7892
1073	2	14	16	229.356	15.8446
1074	2	14	17	241.519	7.39388
1075	2	14	18	252.669	-2.05407
1076	2	14	19	263.368	-12.0845
1077	2	14	20	274.266	-22.3349
1078	2	14	21	286.175	-32.426
1079	2	14	22	300.205	-41.8574
1080	2	14	23	317.841	-49.8445
1081	2	15	0	340.458	-54.8201
1082	2	15	1	6.27606	-56.0176
1083	2	15	2	30.8679	-52.721
1084	2	15	3	50.8935	-45.9796
1085	2	15	4	66.5929	-37.2014
1086	2	15	5	79.4541	-27.392
1087	2	15	6	90.7767	-17.1764
1088	2	15	7	101.505	-6.98234
1089	2	15	8	112.36	2.82799
1090	2	15	9	123.95	11.8729
1091	2	15	10	136.796	19.6936
1092	2	15	11	151.242	25.7304
1093	2	15	12	167.223	29.3777
1094	2	15	13	184.052	30.1606
1095	2	15	14	200.6	27.9638
1096	2	15	15	215.89	23.0983
1097	2	15	16	229.546	16.1311
1098	2	15	17	241.732	7.65995
1099	2	15	18	252.899	-1.80326
1100	2	15	19	263.612	-11.8423
1101	2	15	20	274.525	-22.0936
1102	2	15	21	286.448	-32.1762
1103	2	15	22	300.483	-41.5882
1104	2	15	23	318.09	-49.5454
1105	2	16	0	340.605	-54.4874
1106	2	16	1	6.2374	-55.6749
1107	2	16	2	30.6722	-52.3989
1108	2	16	3	50.6312	-45.6889
1109	2	16	4	66.3205	-36.9356
1110	2	16	5	79.1914	-27.1402
1111	2	16	6	90.528	-16.9286
1112	2	16	7	101.271	-6.73001
1113	2	16	8	112.141	3.09202
1114	2	16	9	123.749	12.1546
1115	2	16	10	136.625	19.9968
1116	2	16	11	151.118	26.0551
1117	2	16	12	167.167	29.7176
1118	2	16	13	184.078	30.5033
1119	2	16	14	200.701	28.2953
1120	2	16	15	216.049	23.4092
1121	2	16	16	229.741	16.4187
1122	2	16	17	241.95	7.92676
1123	2	16	18	253.133	-1.55191
1124	2	16	19	263.86	-11.5996
1125	2	16	20	274.787	-21.8515
1126	2	16	21	286.724	-31.9253
1127	2	16	22	300.765	-41.3174
1128	2	16	23	318.343	-49.2441
1129	2	17	0	340.756	-54.1519
1130	2	17	1	6.20459	-55.3285
1131	2	17	2	30.482	-52.0722
1132	2	17	3	50.3727	-45.3931
1133	2	17	4	66.0501	-36.6646
1134	2	17	5	78.9299	-26.8834
1135	2	17	6	90.2799	-16.6759
1136	2	17	7	101.036	-6.47299
1137	2	17	8	111.921	3.36059
1138	2	17	9	123.549	12.4407
1139	2	17	10	136.454	20.3043
1140	2	17	11	150.995	26.3839
1141	2	17	12	167.113	30.0613
1142	2	17	13	184.107	30.8493
1143	2	17	14	200.808	28.6292
1144	2	17	15	216.213	23.7217
1145	2	17	16	229.942	16.7074
1146	2	17	17	242.173	8.19426
1147	2	17	18	253.371	-1.30006
1148	2	17	19	264.112	-11.3564
1149	2	17	20	275.054	-21.6087
1150	2	17	21	287.005	-31.6733
1151	2	17	22	301.05	-41.045
1152	2	17	23	318.6	-48.9406
1153	2	18	0	340.91	-53.8137
1154	2	18	1	6.17725	-54.9787
1155	2	18	2	30.2974	-51.7411
1156	2	18	3	50.118	-45.0923
1157	2	18	4	65.782	-36.3885
1158	2	18	5	78.6694	-26.6216
1159	2	18	6	90.0323	-16.4184
1160	2	18	7	100.802	-6.21139
1161	2	18	8	111.701	3.63358
1162	2	18	9	123.348	12.731
1163	2	18	10	136.283	20.6159
1164	2	18	11	150.873	26.7167
1165	2	18	12	167.062	30.4087
1166	2	18	13	184.14	31.1983
1167	2	18	14	200.919	28.9655
1168	2	18	15	216.382	24.0358
1169	2	18	16	230.148	16.997
1170	2	18	17	242.401	8.46228
1171	2	18	18	253.614	-1.04782
1172	2	18	19	264.369	-11.1127
1173	2	18	20	275.325	-21.3653
1174	2	18	21	287.289	-31.4203
1175	2	18	22	301.339	-40.7711
1176	2	18	23	318.86	-48.6351
1177	2	19	0	341.069	-53.473
1178	2	19	1	6.155	-54.6255
1179	2	19	2	30.1182	-51.4056
1180	2	19	3	49.8672	-44.7867
1181	2	19	4	65.5162	-36.1075
1182	2	19	5	78.4102	-26.3549
1183	2	19	6	89.7853	-16.1563
1184	2	19	7	100.568	-5.9453
1185	2	19	8	111.481	3.9109
1186	2	19	9	123.148	13.0256
1187	2	19	10	136.113	20.9317
1188	2	19	11	150.753	27.0534
1189	2	19	12	167.014	30.7597
1190	2	19	13	184.177	31.5503
1191	2	19	14	201.036	29.304
1192	2	19	15	216.557	24.3514
1193	2	19	16	230.358	17.2874
1194	2	19	17	242.633	8.73079
1195	2	19	18	253.861	-0.795237
1196	2	19	19	264.629	-10.8687
1197	2	19	20	275.599	-21.1213
1198	2	19	21	287.576	-31.1663
1199	2	19	22	301.631	-40.4958
1200	2	19	23	319.122	-48.3276
1201	2	20	0	341.23	-53.1297
1202	2	20	1	6.13779	-54.269
1203	2	20	2	29.9445	-51.066
1204	2	20	3	49.6204	-44.4763
1205	2	20	4	65.2528	-35.8216
1206	2	20	5	78.1523	-26.0835
1207	2	20	6	89.5389	-15.8896
1208	2	20	7	100.334	-5.67484
1209	2	20	8	111.262	4.19242
1210	2	20	9	122.947	13.3243
1211	2	20	10	135.944	21.2513
1212	2	20	11	150.633	27.3939
1213	2	20	12	166.968	31.1141
1214	2	20	13	184.218	31.9052
1215	2	20	14	201.157	29.6446
1216	2	20	15	216.737	24.6682
1217	2	20	16	230.574	17.5785
1218	2	20	17	242.87	8.99967
1219	2	20	18	254.113	-0.542422
1220	2	20	19	264.894	-10.6243
1221	2	20	20	275.877	-20.8767
1222	2	20	21	287.868	-30.9115
1223	2	20	22	301.926	-40.219
1224	2	20	23	319.388	-48.0182
1225	2	21	0	341.395	-52.784
1226	2	21	1	6.12567	-53.9094
1227	2	21	2	29.776	-50.7224
1228	2	21	3	49.3775	-44.1614
1229	2	21	4	64.9919	-35.531
1230	2	21	5	77.8959	-25.8074
1231	2	21	6	89.2934	-15.6185
1232	2	21	7	100.101	-5.40012
1233	2	21	8	111.043	4.47804
1234	2	21	9	122.747	13.6268
1235	2	21	10	135.775	21.5749
1236	2	21	11	150.516	27.7381
1237	2	21	12	166.924	31.4719
1238	2	21	13	184.263	32.2629
1239	2	21	14	201.284	29.9872
1240	2	21	15	216.922	24.9862
1241	2	21	16	230.795	17.8703
1242	2	21	17	243.112	9.26882
1243	2	21	18	254.369	-0.289421
1244	2	21	19	265.162	-10.3797
1245	2	21	20	276.159	-20.6316
1246	2	21	21	288.162	-30.6558
1247	2	21	22	302.224	-39.941
1248	2	21	23	319.657	-47.7069
1249	2	22	0	341.564	-52.436
1250	2	22	1	6.11838	-53.5467
1251	2	22	2	29.6129	-50.3748
1252	2	22	3	49.1386	-43.842
1253	2	22	4	64.7335	-35.2359
1254	2	22	5	77.6409	-25.5269
1255	2	22	6	89.0486	-15.343
1256	2	22	7	99.8682	-5.12125
1257	2	22	8	110.824	4.76763
1258	2	22	9	122.548	13.9333
1259	2	22	10	135.607	21.9021
1260	2	22	11	150.399	28.0858
1261	2	22	12	166.883	31.8329
1262	2	22	13	184.312	32.6232
1263	2	22	14	201.415	30.3316
1264	2	22	15	217.112	25.3053
1265	2	22	16	231.021	18.1625
1266	2	22	17	243.358	9.53819
1267	2	22	18	254.628	-0.036298
1268	2	22	19	265.434	-10.1349
1269	2	22	20	276.444	-20.3861
1270	2	22	21	288.46	-30.3992
1271	2	22	22	302.525	-39.6616
1272	2	22	23	319.928	-47.3937
1273	2	23	0	341.735	-52.0858
1274	2	23	1	6.11569	-53.1812
1275	2	23	2	29.455	-50.0235
1276	2	23	3	48.9038	-43.5183
1277	2	23	4	64.4776	-34.9362
1278	2	23	5	77.3874	-25.242
1279	2	23	6	88.8047	-15.0633
1280	2	23	7	99.6359	-4.83835
1281	2	23	8	110.605	5.06109
1282	2	23	9	122.348	14.2434
1283	2	23	10	135.439	22.2329
1284	2	23	11	150.284	28.4369
1285	2	23	12	166.845	32.197
1286	2	23	13	184.365	32.986
1287	2	23	14	201.551	30.6777
1288	2	23	15	217.308	25.6254
1289	2	23	16	231.252	18.4552
1290	2	23	17	243.609	9.80768
1291	2	23	18	254.892	0.216866
1292	2	23	19	265.709	-9.88995
1293	2	23	20	276.732	-20.1402
1294	2	23	21	288.76	-30.1419
1295	2	23	22	302.829	-39.3809
1296	2	23	23	320.201	-47.0789
1297	2	24	0	341.909	-51.7335
1298	2	24	1	6.11752	-52.8129
1299	2	24	2	29.3021	-49.6687
1300	2	24	3	48.673	-43.1904
1301	2	24	4	64.2244	-34.6322
1302	2	24	5	77.1356	-24.9528
1303	2	24	6	88.5618	-14.7795
1304	2	24	7	99.404	-4.55153
1305	2	24	8	110.386	5.35828
1306	2	24	9	122.149	14.5572
1307	2	24	10	135.272	22.5672
1308	2	24	11	150.169	28.7913
1309	2	24	12	166.809	32.564
1310	2	24	13	184.422	33.3512
1311	2	24	14	201.693	31.0254
1312	2	24	15	217.508	25.9463
1313	2	24	16	231.487	18.7482
1314	2	24	17	243.864	10.0772
1315	2	24	18	255.16	0.469971
1316	2	24	19	265.988	-9.6449
1317	2	24	20	277.023	-19.894
1318	2	24	21	289.064	-29.8838
1319	2	24	22	303.135	-39.0991
1320	2	24	23	320.477	-46.7623
1321	2	25	0	342.085	-51.3791
1322	2	25	1	6.12366	-52.4419
1323	2	25	2	29.1543	-49.3103
1324	2	25	3	48.4462	-42.8586
1325	2	25	4	63.9738	-34.3241
1326	2	25	5	76.8853	-24.6595
1327	2	25	6	88.3199	-14.4917
1328	2	25	7	99.1728	-4.26093
1329	2	25	8	110.168	5.6591
1330	2	25	9	121.95	14.8744
1331	2	25	10	135.105	22.9048
1332	2	25	11	150.057	29.149
1333	2	25	12	166.776	32.9339
1334	2	25	13	184.484	33.7186
1335	2	25	14	201.839	31.3746
1336	2	25	15	217.714	26.268
1337	2	25	16	231.727	19.0414
1338	2	25	17	244.123	10.3467
1339	2	25	18	255.431	0.723012
1340	2	25	19	266.271	-9.39982
1341	2	25	20	277.318	-19.6474
1342	2	25	21	289.37	-29.625
1343	2	25	22	303.443	-38.8161
1344	2	25	23	320.755	-46.4442
1345	2	26	0	342.264	-51.0228
1346	2	26	1	6.1337	-52.0685
1347	2	26	2	29.0114	-48.9487
1348	2	26	3	48.2234	-42.5229
1349	2	26	4	63.726	-34.0119
1350	2	26	5	76.6368	-24.3622
1351	2	26	6	88.0789	-14.2001
1352	2	26	7	98.9421	-3.96665
1353	2	26	8	109.951	5.96341
1354	2	26	9	121.752	15.1949
1355	2	26	10	134.939	23.2456
1356	2	26	11	149.945	29.5096
1357	2	26	12	166.746	33.3066
1358	2	26	13	184.549	34.0882
1359	2	26	14	201.991	31.7251
1360	2	26	15	217.925	26.5902
1361	2	26	16	231.972	19.3348
1362	2	26	17	244.386	10.616
1363	2	26	18	255.706	0.975889
1364	2	26	19	266.556	-9.15475
1365	2	26	20	277.615	-19.4006
1366	2	26	21	289.679	-29.3656
1367	2	26	22	303.754	-38.532
1368	2	26	23	321.034	-46.1245
1369	2	27	0	342.445	-50.6646
1370	2	27	1	6.1478	-51.6926
1371	2	27	2	28.8733	-48.5839
1372	2	27	3	48.0047	-42.1834
1373	2	27	4	63.4809	-33.6957
1374	2	27	5	76.39	-24.061
1375	2	27	6	87.8391	-13.9048
1376	2	27	7	98.7121	-3.66883
1377	2	27	8	109.733	6.27109
1378	2	27	9	121.553	15.5187
1379	2	27	10	134.774	23.5896
1380	2	27	11	149.835	29.8732
1381	2	27	12	166.717	33.6819
1382	2	27	13	184.618	34.4598
1383	2	27	14	202.147	32.0769
1384	2	27	15	218.141	26.9131
1385	2	27	16	232.221	19.6282
1386	2	27	17	244.653	10.8852
1387	2	27	18	255.984	1.22856
1388	2	27	19	266.845	-8.90974
1389	2	27	20	277.916	-19.1535
1390	2	27	21	289.99	-29.1056
1391	2	27	22	304.067	-38.2468
1392	2	27	23	321.315	-45.8033
1393	2	28	0	342.628	-50.3046
1394	2	28	1	6.1658	-51.3144
1395	2	28	2	28.7399	-48.216
1396	2	28	3	47.7899	-41.8403
1397	2	28	4	63.2386	-33.3758
1398	2	28	5	76.1451	-23.7561
1399	2	28	6	87.6003	-13.6058
1400	2	28	7	98.4827	-3.3676
1401	2	28	8	109.516	6.58201
1402	2	28	9	121.356	15.8456
1403	2	28	10	134.609	23.9365
1404	2	28	11	149.726	30.2396
1405	2	28	12	166.692	34.0596
1406	2	28	13	184.691	34.8333
1407	2	28	14	202.308	32.4299
1408	2	28	15	218.362	27.2363
1409	2	28	16	232.475	19.9215
1410	2	28	17	244.924	11.154
1411	2	28	18	256.266	1.48096
1412	2	28	19	267.137	-8.66484
1413	2	28	20	278.219	-18.9063
1414	2	28	21	290.303	-28.845
1415	2	28	22	304.381	-37.9606
1416	2	28	23	321.598	-45.4806
1417	3	1	0	342.813	-49.943
1418	3	1	1	6.18735	-50.934
1419	3	1	2	28.6112	-47.8453
1420	3	1	3	47.579	-41.4939
1421	3	1	4	62.999	-33.0522
1422	3	1	5	75.9019	-23.4475
1423	3	1	6	87.3626	-13.3034
1424	3	1	7	98.254	-3.06308
1425	3	1	8	109.3	6.89604
1426	3	1	9	121.158	16.1754
1427	3	1	10	134.444	24.2862
1428	3	1	11	149.618	30.6087
1429	3	1	12	166.669	34.4397
1430	3	1	13	184.769	35.2086
1431	3	1	14	202.474	32.7838
1432	3	1	15	218.588	27.5598
1433	3	1	16	232.734	20.2147
1434	3	1	17	245.199	11.4226
1435	3	1	18	256.551	1.73304
1436	3	1	19	267.432	-8.42008
1437	3	1	20	278.524	-18.6589
1438	3	1	21	290.619	-28.5838
1439	3	1	22	304.697	-37.6735
1440	3	1	23	321.882	-45.1566
1441	3	2	0	343	-49.5797
1442	3	2	1	6.21228	-50.5516
1443	3	2	2	28.4869	-47.4718
1444	3	2	3	47.372	-41.1441
1445	3	2	4	62.7623	-32.7252
1446	3	2	5	75.6605	-23.1355
1447	3	2	6	87.1262	-12.9977
1448	3	2	7	98.0261	-2.75541
1449	3	2	8	109.084	7.21306
1450	3	2	9	120.961	16.5081
1451	3	2	10	134.28	24.6387
1452	3	2	11	149.512	30.9803
1453	3	2	12	166.648	34.8221
1454	3	2	13	184.85	35.5856
1455	3	2	14	202.645	33.1387
1456	3	2	15	218.818	27.8836
1457	3	2	16	232.997	20.5076
1458	3	2	17	245.478	11.6907
1459	3	2	18	256.84	1.98477
1460	3	2	19	267.729	-8.17549
1461	3	2	20	278.832	-18.4114
1462	3	2	21	290.937	-28.3222
1463	3	2	22	305.015	-37.3853
1464	3	2	23	322.167	-44.8313
1465	3	3	0	343.188	-49.2149
1466	3	3	1	6.24036	-50.1672
1467	3	3	2	28.3669	-47.0958
1468	3	3	3	47.1689	-40.7912
1469	3	3	4	62.5283	-32.3948
1470	3	3	5	75.421	-22.8202
1471	3	3	6	86.8909	-12.6888
1472	3	3	7	97.7988	-2.44471
1473	3	3	8	108.868	7.53293
1474	3	3	9	120.764	16.8435
1475	3	3	10	134.117	24.9937
1476	3	3	11	149.406	31.3544
1477	3	3	12	166.63	35.2066
1478	3	3	13	184.935	35.9642
1479	3	3	14	202.821	33.4943
1480	3	3	15	219.054	28.2075
1481	3	3	16	233.264	20.8003
1482	3	3	17	245.76	11.9584
1483	3	3	18	257.132	2.23605
1484	3	3	19	268.029	-7.93114
1485	3	3	20	279.142	-18.1638
1486	3	3	21	291.256	-28.06
1487	3	3	22	305.334	-37.0963
1488	3	3	23	322.453	-44.5047
1489	3	4	0	343.377	-48.8487
1490	3	4	1	6.27179	-49.781
1491	3	4	2	28.2512	-46.7172
1492	3	4	3	46.9696	-40.4353
1493	3	4	4	62.2971	-32.0612
1494	3	4	5	75.1833	-22.5016
1495	3	4	6	86.6568	-12.3768
1496	3	4	7	97.5724	-2.13113
1497	3	4	8	108.653	7.85551
1498	3	4	9	120.567	17.1814
1499	3	4	10	133.954	25.3512
1500	3	4	11	149.302	31.7308
1501	3	4	12	166.615	35.5931
1502	3	4	13	185.024	36.3441
1503	3	4	14	203.002	33.8506
1504	3	4	15	219.294	28.5314
1505	3	4	16	233.535	21.0926
1506	3	4	17	246.046	12.2256
1507	3	4	18	257.426	2.48689
1508	3	4	19	268.332	-7.68705
1509	3	4	20	279.455	-17.9161
1510	3	4	21	291.578	-27.7974
1511	3	4	22	305.655	-36.8064
1512	3	4	23	322.74	-44.177
1513	3	5	0	343.568	-48.4811
1514	3	5	1	6.30582	-49.3931
1515	3	5	2	28.1396	-46.3363
1516	3	5	3	46.774	-40.0766
1517	3	5	4	62.0686	-31.7245
1518	3	5	5	74.9476	-22.1801
1519	3	5	6	86.424	-12.0619
1520	3	5	7	97.3466	-1.81479
1521	3	5	8	108.438	8.18067
1522	3	5	9	120.371	17.5218
1523	3	5	10	133.791	25.7109
1524	3	5	11	149.199	32.1093
1525	3	5	12	166.601	35.9815
1526	3	5	13	185.117	36.7254
1527	3	5	14	203.187	34.2076
1528	3	5	15	219.538	28.8552
1529	3	5	16	233.81	21.3844
1530	3	5	17	246.336	12.4922
1531	3	5	18	257.724	2.73719
1532	3	5	19	268.637	-7.44324
1533	3	5	20	279.769	-17.6684
